ticker,name,country,exchange,type,source,yahoo_symbol
DANSKE,Danske Bank A/S,Denmark,OMXC,Common Stock,Twelve Data,DANSKE
DANT,Dantax A/S,Denmark,OMXC,Common Stock,Twelve Data,DANT
DATA,Dataproces Group A/S,Denmark,OMXC,Common Stock,Twelve Data,DATA
DEMANT,Demant A/S,Denmark,OMXC,Common Stock,Twelve Data,DEMANT
DFDS,DFDS A/S,Denmark,OMXC,Common Stock,Twelve Data,DFDS
DJUR,Djurslands Bank A/S,Denmark,OMXC,Common Stock,Twelve Data,DJUR
DNORD,Dampskibsselskabet Norden A/S,Denmark,OMXC,Common Stock,Twelve Data,DNORD
DONKEY,DonkeyRepublic Holding A/S,Denmark,OMXC,Common Stock,Twelve Data,DONKEY
DSV,DSV A/S,Denmark,OMXC,Common Stock,Twelve Data,DSV
EGNETY,EgnsINVEST Ejendomme Tyskland A/S,Denmark,OMXC,Common Stock,Twelve Data,EGNETY
EMBLA,Embla Medical hf.,Denmark,OMXC,Common Stock,Twelve Data,EMBLA
ERRIA,Erria A/S,Denmark,OMXC,Common Stock,Twelve Data,ERRIA
ESG,Ennogie Solar Group A/S,Denmark,OMXC,Common Stock,Twelve Data,ESG
FASTPC,FastPassCorp A/S,Denmark,OMXC,Common Stock,Twelve Data,FASTPC
FED,Fast Ejendom Danmark A/S,Denmark,OMXC,Common Stock,Twelve Data,FED
FFARMS,FirstFarms A/S,Denmark,OMXC,Common Stock,Twelve Data,FFARMS
FLS,FLSmidth & Co. A/S,Denmark,OMXC,Common Stock,Twelve Data,FLS
FLUG.B,Flügger group A/S,Denmark,OMXC,Common Stock,Twelve Data,FLUG.B
FOBANK,Føroya Banki P/F,Denmark,OMXC,Common Stock,Twelve Data,FOBANK
FOM,FOM Technologies A/S,Denmark,OMXC,Common Stock,Twelve Data,FOM
FREETR,Freetrailer Group A/S,Denmark,OMXC,Common Stock,Twelve Data,FREETR
FYNBK,Fynske Bank A/S,Denmark,OMXC,Common Stock,Twelve Data,FYNBK
GABR,Gabriel Holding A/S,Denmark,OMXC,Common Stock,Twelve Data,GABR
GERHSP,German High Street Properties AG,Denmark,OMXC,Common Stock,Twelve Data,GERHSP
GJ,Glunz & Jensen Holding A/S,Denmark,OMXC,Common Stock,Twelve Data,GJ
GMAB,Genmab A/S,Denmark,OMXC,Common Stock,Twelve Data,GMAB
GN,GN Store Nord A/S,Denmark,OMXC,Common Stock,Twelve Data,GN
GREENM,GreenMobility A/S,Denmark,OMXC,Common Stock,Twelve Data,GREENM
GRLA,GrønlandsBANKEN A/S,Denmark,OMXC,Common Stock,Twelve Data,GRLA
GUBRA,Gubra A/S,Denmark,OMXC,Common Stock,Twelve Data,GUBRA
GYLD.A,Gyldendal A/S,Denmark,OMXC,Common Stock,Twelve Data,GYLD.A
GYLD.B,Gyldendal A/S,Denmark,OMXC,Common Stock,Twelve Data,GYLD.B
HAIDK,Handelsinvest Danmark,Denmark,OMXC,Common Stock,Twelve Data,HAIDK
HAIDKOBL,Handelsinvest Danske Obligationer,Denmark,OMXC,Common Stock,Twelve Data,HAIDKOBL
HARB.B,Harboes Bryggeri A/S,Denmark,OMXC,Common Stock,Twelve Data,HARB.B
HH,H+H International A/S,Denmark,OMXC,Common Stock,Twelve Data,HH
HLUN.A,H. Lundbeck A/S,Denmark,OMXC,Common Stock,Twelve Data,HLUN.A
HLUN.B,H. Lundbeck A/S,Denmark,OMXC,Common Stock,Twelve Data,HLUN.B
HOVE,Hove A/S,Denmark,OMXC,Common Stock,Twelve Data,HOVE
HUSCO,HusCompagniet A/S,Denmark,OMXC,Common Stock,Twelve Data,HUSCO
IAIACG,IA Invest Advice Capital Global,Denmark,OMXC,Common Stock,Twelve Data,IAIACG
IAICBB,IA Invest Advice Cap Breakthrou,Denmark,OMXC,Common Stock,Twelve Data,IAICBB
IIVBON,Independent Bond,Denmark,OMXC,Common Stock,Twelve Data,IIVBON
IIVGENESG,Independent Generations,Denmark,OMXC,Common Stock,Twelve Data,IIVGENESG
IMPERO,Impero A/S,Denmark,OMXC,Common Stock,Twelve Data,IMPERO
INIITNAKTLC,Investeringsforeningen Investin - I&T Nordiske Aktier Large Cap,Denmark,OMXC,Common Stock,Twelve Data,INIITNAKTLC
INIOAI,Investin Optimal Active and Ind,Denmark,OMXC,Common Stock,Twelve Data,INIOAI
INIOEFKL,Investin - Othania Etisk Formuevækst KL,Denmark,OMXC,Common Stock,Twelve Data,INIOEFKL
INIOPS,Investin Optimal Stabil,Denmark,OMXC,Common Stock,Twelve Data,INIOPS
INIOVM,Investin Optimal VerdensIndex Moderat,Denmark,OMXC,Common Stock,Twelve Data,INIOVM
ISS,ISS A/S,Denmark,OMXC,Common Stock,Twelve Data,ISS
JDAN,Jeudan A/S,Denmark,OMXC,Common Stock,Twelve Data,JDAN
JYIAAU,Jyske Invest Aktier Ansvarlig U,Denmark,OMXC,Common Stock,Twelve Data,JYIAAU
JYSK,Jyske Bank AS,Denmark,OMXC,Common Stock,Twelve Data,JYSK
KBHL,Københavns Lufthavne A/S,Denmark,OMXC,Common Stock,Twelve Data,KBHL
KLEE.B,Brd. Klee A/S,Denmark,OMXC,Common Stock,Twelve Data,KLEE.B
KONSOL,Konsolidator A/S,Denmark,OMXC,Common Stock,Twelve Data,KONSOL
KRE,Kreditbanken A/S,Denmark,OMXC,Common Stock,Twelve Data,KRE
LASP,Lån & Spar Bank A/S,Denmark,OMXC,Common Stock,Twelve Data,LASP
LEDIBOND,LED iBond International A/S,Denmark,OMXC,Common Stock,Twelve Data,LEDIBOND
LOLB,Lollands Bank A/S,Denmark,OMXC,Common Stock,Twelve Data,LOLB
LUXOR.B,Investeringsselskabet Luxor A/S,Denmark,OMXC,Common Stock,Twelve Data,LUXOR.B
MAERSK.A,AP Moller - Maersk A/S,Denmark,OMXC,Common Stock,Twelve Data,MAERSK.A
MAERSK.B,AP Moller - Maersk A/S,Denmark,OMXC,Common Stock,Twelve Data,MAERSK.B
MAJBPI,Maj Invest Big Picture Mutual Fund,Denmark,OMXC,Common Stock,Twelve Data,MAJBPI
MAJGS,Maj Invest Global Sundhed,Denmark,OMXC,Common Stock,Twelve Data,MAJGS
MAJMAK,Maj Invest Makro,Denmark,OMXC,Common Stock,Twelve Data,MAJMAK
MAJPEN,Maj Invest Pension Fund,Denmark,OMXC,Common Stock,Twelve Data,MAJPEN
MAJPP,Maj Invest Planet & People Fund,Denmark,OMXC,Common Stock,Twelve Data,MAJPP
MATAS,Matas A/S,Denmark,OMXC,Common Stock,Twelve Data,MATAS
MDUNDO,Mdundo.com A/S,Denmark,OMXC,Common Stock,Twelve Data,MDUNDO
MENDO,MENDOLE A S,Denmark,OMXC,Common Stock,Twelve Data,MENDO
MNBA,Møns Bank A/S,Denmark,OMXC,Common Stock,Twelve Data,MNBA
MONSO,Monsenso A/S,Denmark,OMXC,Common Stock,Twelve Data,MONSO
MOVINN,Movinn A/S,Denmark,OMXC,Common Stock,Twelve Data,MOVINN
MTHH,MT Højgaard Holding A/S,Denmark,OMXC,Common Stock,Twelve Data,MTHH
NBIAM,Nykredit Invest Ansvarlig Moder,Denmark,OMXC,Common Stock,Twelve Data,NBIAM
NBIAO,Nykredit Inv Balance Ansvarlig,Denmark,OMXC,Common Stock,Twelve Data,NBIAO
NDA.DK,Nordea Bank Abp,Denmark,OMXC,Common Stock,Twelve Data,NDA.DK
NDIEUENHKL1,Nordea Invest Europe Enhanced,Denmark,OMXC,Common Stock,Twelve Data,NDIEUENHKL1
NDIGLENHKL1,Investeringsforeningen Nordea Invest - Global Enhanced,Denmark,OMXC,Common Stock,Twelve Data,NDIGLENHKL1
NDIGUAKL1,Nordea Invest Globale UdbytteAktier,Denmark,OMXC,Common Stock,Twelve Data,NDIGUAKL1
NDIKOKL1,Nordea Invest - Korte obligationer Fund,Denmark,OMXC,Common Stock,Twelve Data,NDIKOKL1
NDILAOKL1,Nordea Invest -  Lange obligationer Pension Fund,Denmark,OMXC,Common Stock,Twelve Data,NDILAOKL1
NDINAEKL1,Nordea Invest - North America Enhanced,Denmark,OMXC,Common Stock,Twelve Data,NDINAEKL1
NDISTAAKL1,Nordea Invest Stabile Aktier Akkumulerende,Denmark,OMXC,Common Stock,Twelve Data,NDISTAAKL1
NDIVOBKL1,Nordea Invest - Virksomhedsobligationer,Denmark,OMXC,Common Stock,Twelve Data,NDIVOBKL1
NETC,Netcompany Group A/S,Denmark,OMXC,Common Stock,Twelve Data,NETC
NEWCAP,Newcap Holding A/S,Denmark,OMXC,Common Stock,Twelve Data,NEWCAP
NEXCOM,Nexcom A/S,Denmark,OMXC,Common Stock,Twelve Data,NEXCOM
NKT,NKT A/S,Denmark,OMXC,Common Stock,Twelve Data,NKT
NLFSK,Nilfisk Holding A/S,Denmark,OMXC,Common Stock,Twelve Data,NLFSK
NNIT,NNIT A/S,Denmark,OMXC,Common Stock,Twelve Data,NNIT
NORD,NORD.investments A/S,Denmark,OMXC,Common Stock,Twelve Data,NORD
NORTHM,North Media A/S,Denmark,OMXC,Common Stock,Twelve Data,NORTHM
NOVO.B,Novo Nordisk A/S,Denmark,OMXC,Common Stock,Twelve Data,NOVO.B
NSIS.B,Novonesis AS,Denmark,OMXC,Common Stock,Twelve Data,NSIS.B
NTG,NTG Nordic Transport Group A/S,Denmark,OMXC,Common Stock,Twelve Data,NTG
NYILOAKLA,Nykredit Invest Lange Obl Akk K,Denmark,OMXC,Common Stock,Twelve Data,NYILOAKLA
